!IPSummaryDump 1.3
!creator "ipsumdump -tL -r tcp2_enp132s0f0np0_2911.pcap"
!host inetlab-04
!runtime 1543576359.238223939 (Fri Nov 30 12:12:39 2018)
!data timestamp payload_len
1543522123.129617 1448
1543522123.129716 0
1543522123.130829 1448
1543522123.132040 1448
1543522123.132140 0
1543522123.133251 1448
1543522123.134463 1448
1543522123.134565 0
1543522123.135674 1448
1543522123.135771 0
1543522123.136886 1448
1543522123.136984 0
1543522123.138097 1448
1543522123.138143 0
1543522123.139307 1448
1543522123.139348 0
1543522123.140520 1448
1543522123.140562 0
1543522123.141730 1448
1543522123.141775 0
1543522123.142941 1448
1543522123.144152 1448
1543522123.144202 0
1543522123.145363 1448
1543522123.146575 1448
1543522123.146673 0
1543522123.147786 1448
1543522123.148997 1448
1543522123.149104 0
1543522123.150210 1448
1543522123.151419 1448
1543522123.151519 0
1543522123.152630 1448
1543522123.153842 1448
1543522123.153886 0
1543522123.155053 1448
1543522123.156264 1448
1543522123.156363 0
1543522123.157475 1448
1543522123.158686 1448
1543522123.158785 0
1543522123.159898 1448
1543522123.161110 1448
1543522123.161210 0
1543522123.162320 1448
1543522123.163537 1448
1543522123.163645 0
1543522123.164743 1448
1543522123.165954 1448
1543522123.166001 0
1543522123.167166 1448
1543522123.168376 1448
1543522123.168477 0
1543522123.169587 1448
1543522123.170799 1448
1543522123.170847 0
1543522123.172010 1448
1543522123.173221 1448
1543522123.173323 0
1543522123.174432 1448
1543522123.175643 1448
1543522123.175741 0
1543522123.176857 1448
1543522123.178066 1448
1543522123.178169 0
1543522123.179277 1448
1543522123.180490 1448
1543522123.180534 0
1543522123.181699 1448
1543522123.182910 1448
1543522123.182957 0
1543522123.184122 1448
1543522123.185333 1448
1543522123.185433 0
1543522123.186545 1448
1543522123.187756 1448
1543522123.187858 0
1543522123.188967 1448
1543522123.190178 1448
1543522123.190277 0
1543522123.191390 1448
1543522123.192600 1448
1543522123.192646 0
1543522123.193812 1448
1543522123.195022 1448
1543522123.195123 0
1543522123.196234 1448
1543522123.197445 1448
1543522123.197494 0
1543522123.198656 1448
1543522123.199867 1448
1543522123.199967 0
1543522123.201079 1448
1543522123.202289 1448
1543522123.202387 0
1543522123.203503 1448
1543522123.204712 1448
1543522123.204762 0
1543522123.205923 1448
1543522123.207136 1448
1543522123.207181 0
1543522123.208346 1448
1543522123.209556 1448
1543522123.209604 0
1543522123.210768 1448
1543522123.211979 1448
1543522123.212080 0
1543522123.213191 1448
1543522123.214403 1448
1543522123.214502 0
1543522123.215613 1448
1543522123.216828 1448
1543522123.216936 0
1543522123.218036 1448
1543522123.219247 1448
1543522123.219294 0
1543522123.220459 1448
1543522123.221669 1448
1543522123.221771 0
1543522123.222880 1448
1543522123.224092 1448
1543522123.224138 0
1543522123.225303 1448
1543522123.226513 1448
1543522123.226613 0
1543522123.227725 1448
1543522123.228936 1448
1543522123.229034 0
1543522123.230148 1448
1543522123.231358 1448
1543522123.231460 0
1543522123.232569 1448
1543522123.233781 1448
1543522123.233826 0
1543522123.234992 1448
1543522123.236203 1448
1543522123.236302 0
1543522123.237414 1448
1543522123.238625 1448
1543522123.238724 0
1543522123.239837 1448
1543522123.241048 1448
1543522123.241148 0
1543522123.242259 1448
1543522123.243471 1448
1543522123.243570 0
1543522123.244682 1448
1543522123.245893 1448
1543522123.245938 0
1543522123.247105 1448
1543522123.248315 1448
1543522123.248417 0
1543522123.249527 1448
1543522123.250738 1448
1543522123.250783 0
1543522123.251949 1448
1543522123.253160 1448
1543522123.253259 0
1543522123.254372 1448
1543522123.255582 1448
1543522123.255679 0
1543522123.256796 1448
1543522123.258005 1448
1543522123.258053 0
1543522123.259216 1448
1543522123.260429 1448
1543522123.260474 0
1543522123.261638 1448
1543522123.262850 1448
1543522123.262896 0
1543522123.264061 1448
1543522123.265272 1448
1543522123.265372 0
1543522123.266483 1448
1543522123.267695 1448
1543522123.267794 0
1543522123.268905 1448
1543522123.270117 1448
1543522123.270218 0
1543522123.271328 1448
1543522123.272539 1448
1543522123.272587 0
1543522123.273752 1448
1543522123.274961 1448
1543522123.275063 0
1543522123.276173 1448
1543522123.277384 1448
1543522123.277433 0
1543522123.278596 1448
1543522123.279806 1448
1543522123.279905 0
1543522123.281018 1448
1543522123.282229 1448
1543522123.282326 0
1543522123.283443 1448
1543522123.283545 0
1543522123.284651 1448
1543522123.284702 0
1543522123.285864 1448
1543522123.285908 0
1543522123.287077 1448
1543522123.287118 0
1543522123.288285 1448
1543522123.288387 0
1543522123.289496 1448
1543522123.289542 0
1543522123.290707 1448
1543522123.291918 1448
1543522123.291965 0
1543522123.293130 1448
1543522123.294341 1448
1543522123.294388 0
1543522123.295552 1448
1543522123.296764 1448
1543522123.296863 0
1543522123.297975 1448
1543522123.299186 1448
1543522123.299232 0
1543522123.300398 1448
1543522123.301608 1448
1543522123.301709 0
1543522123.302819 1448
1543522123.304031 1448
1543522123.304078 0
1543522123.305241 1448
1543522123.306453 1448
1543522123.306553 0
1543522123.307664 1448
1543522123.308875 1448
1543522123.308975 0
1543522123.310087 1448
1543522123.311297 1448
1543522123.311348 0
1543522123.312509 1448
1543522123.313721 1448
1543522123.313764 0
1543522123.314931 1448
1543522123.316142 1448
1543522123.316189 0
1543522123.317354 1448
1543522123.318565 1448
1543522123.318664 0
1543522123.319776 1448
1543522123.320988 1448
1543522123.321087 0
1543522123.322198 1448
1543522123.323410 1448
1543522123.323512 0
1543522123.324621 1448
1543522123.325832 1448
1543522123.325876 0
1543522123.327044 1448
1543522123.328254 1448
1543522123.328356 0
1543522123.329466 1448
1543522123.330677 1448
1543522123.330725 0
1543522123.331888 1448
1543522123.333099 1448
1543522123.333197 0
1543522123.334311 1448
1543522123.335521 1448
1543522123.335621 0
1543522123.336733 1448
1543522123.337944 1448
1543522123.337998 0
1543522123.339157 1448
1543522123.340368 1448
1543522123.340412 0
1543522123.341578 1448
1543522123.342789 1448
1543522123.342836 0
1543522123.344000 1448
1543522123.345211 1448
1543522123.345310 0
1543522123.346423 1448
1543522123.347634 1448
1543522123.347736 0
1543522123.348845 1448
1543522123.350057 1448
1543522123.350158 0
1543522123.351267 1448
1543522123.352479 1448
1543522123.352523 0
1543522123.353691 1448
1543522123.354901 1448
1543522123.355003 0
1543522123.356112 1448
1543522123.357324 1448
1543522123.357369 0
1543522123.358534 1448
1543522123.359745 1448
1543522123.359845 0
1543522123.360957 1448
1543522123.362168 1448
1543522123.362265 0
1543522123.363380 1448
1543522123.364590 1448
1543522123.364640 0
1543522123.365802 1448
1543522123.367014 1448
1543522123.367059 0
1543522123.368224 1448
1543522123.369435 1448
1543522123.369484 0
1543522123.370647 1448
1543522123.371857 1448
1543522123.371956 0
1543522123.373069 1448
1543522123.374281 1448
1543522123.374356 0
1543522123.375491 1448
1543522123.376703 1448
1543522123.376803 0
1543522123.377914 1448
1543522123.379124 1448
1543522123.379168 0
1543522123.380337 1448
1543522123.381547 1448
1543522123.381650 0
1543522123.382761 1448
1543522123.383971 1448
1543522123.384022 0
1543522123.385181 1448
1543522123.386392 1448
1543522123.386491 0
1543522123.387604 1448
1543522123.388814 1448
1543522123.388911 0
1543522123.390026 1448
1543522123.391237 1448
1543522123.391286 0
1543522123.392448 1448
1543522123.393660 1448
1543522123.393704 0
1543522123.394871 1448
1543522123.396082 1448
1543522123.396128 0
1543522123.397293 1448
1543522123.398504 1448
1543522123.398604 0
1543522123.399716 1448
1543522123.400927 1448
1543522123.401027 0
1543522123.402137 1448
1543522123.403349 1448
1543522123.403450 0
1543522123.404560 1448
1543522123.405771 1448
1543522123.405816 0
1543522123.406983 1448
1543522123.408193 1448
1543522123.408296 0
1543522123.409405 1448
1543522123.410617 1448
1543522123.410662 0
1543522123.411827 1448
1543522123.413038 1448
1543522123.413137 0
1543522123.414250 1448
1543522123.415461 1448
1543522123.415558 0
1543522123.416673 1448
1543522123.417883 1448
1543522123.417932 0
1543522123.419095 1448
1543522123.420306 1448
1543522123.420350 0
1543522123.421517 1448
1543522123.422728 1448
1543522123.422776 0
1543522123.423940 1448
1543522123.425150 1448
1543522123.425249 0
1543522123.426362 1448
1543522123.427573 1448
1543522123.427673 0
1543522123.428784 1448
1543522123.429996 1448
1543522123.430095 0
1543522123.431208 1448
1543522123.432417 1448
1543522123.432461 0
1543522123.433631 1448
1543522123.434840 1448
1543522123.434941 0
1543522123.436051 1448
1543522123.437263 1448
1543522123.437310 0
1543522123.438474 1448
1543522123.438572 0
1543522123.439685 1448
1543522123.439784 0
1543522123.440896 1448
1543522123.440996 0
1543522123.442107 1448
1543522123.442205 0
1543522123.443318 1448
1543522123.443419 0
1543522123.444530 1448
1543522123.444577 0
1543522123.445741 1448
1543522123.446953 1448
1543522123.446993 0
1543522123.448164 1448
1543522123.449375 1448
1543522123.449420 0
1543522123.450587 1448
1543522123.451797 1448
1543522123.451895 0
1543522123.453008 1448
1543522123.454219 1448
1543522123.454296 0
1543522123.455430 1448
1543522123.456651 1448
1543522123.456750 0
1543522123.457853 1448
1543522123.459064 1448
1543522123.459109 0
1543522123.460276 1448
1543522123.461486 1448
1543522123.461587 0
1543522123.462698 1448
1543522123.463909 1448
1543522123.463956 0
1543522123.465120 1448
1543522123.466331 1448
1543522123.466429 0
1543522123.467543 1448
1543522123.468753 1448
1543522123.468853 0
1543522123.469985 1448
1543522123.471177 1448
1543522123.471226 0
1543522123.472388 1448
1543522123.473602 1448
1543522123.473647 0
1543522123.474810 1448
1543522123.476021 1448
1543522123.476066 0
1543522123.477234 1448
1543522123.478443 1448
1543522123.478541 0
1543522123.479655 1448
1543522123.480866 1448
1543522123.480967 0
1543522123.482077 1448
1543522123.483288 1448
1543522123.483389 0
1543522123.484499 1448
1543522123.485710 1448
1543522123.485756 0
1543522123.486923 1448
1543522123.488133 1448
1543522123.488233 0
1543522123.489344 1448
1543522123.490556 1448
1543522123.490601 0
1543522123.491767 1448
1543522123.492978 1448
1543522123.493075 0
1543522123.494189 1448
1543522123.495400 1448
1543522123.495498 0
1543522123.496611 1448
1543522123.497824 1448
1543522123.497872 0
1543522123.499034 1448
1543522123.500245 1448
1543522123.500290 0
1543522123.501456 1448
1543522123.502667 1448
1543522123.502766 0
1543522123.503879 1448
1543522123.505090 1448
1543522123.505189 0
1543522123.506301 1448
1543522123.507513 1448
1543522123.507613 0
1543522123.508723 1448
1543522123.509934 1448
1543522123.510035 0
1543522123.511146 1448
1543522123.512357 1448
1543522123.512401 0
1543522123.513568 1448
1543522123.514779 1448
1543522123.514882 0
1543522123.515991 1448
1543522123.517202 1448
1543522123.517247 0
1543522123.518413 1448
1543522123.519624 1448
1543522123.519721 0
1543522123.520835 1448
1543522123.522046 1448
1543522123.522148 0
1543522123.523258 1448
1543522123.524470 1448
1543522123.524519 0
1543522123.525680 1448
1543522123.526892 1448
1543522123.526941 0
1543522123.528104 1448
1543522123.529313 1448
1543522123.529361 0
1543522123.530526 1448
1543522123.531736 1448
1543522123.531836 0
1543522123.532947 1448
1543522123.534159 1448
1543522123.534235 0
1543522123.535370 1448
1543522123.536581 1448
1543522123.536681 0
1543522123.537792 1448
1543522123.539003 1448
1543522123.539047 0
1543522123.540216 1448
1543522123.541426 1448
1543522123.541528 0
1543522123.542638 1448
1543522123.543849 1448
1543522123.543892 0
1543522123.545060 1448
1543522123.546270 1448
1543522123.546368 0
1543522123.547482 1448
1543522123.548692 1448
1543522123.548791 0
1543522123.549904 1448
1543522123.551116 1448
1543522123.551164 0
1543522123.552327 1448
1543522123.553538 1448
1543522123.553581 0
1543522123.554749 1448
1543522123.555960 1448
1543522123.556007 0
1543522123.557172 1448
1543522123.558382 1448
1543522123.558482 0
1543522123.559594 1448
1543522123.560805 1448
1543522123.560906 0
1543522123.562016 1448
1543522123.563227 1448
1543522123.563326 0
1543522123.564441 1448
1543522123.565649 1448
1543522123.565695 0
1543522123.566861 1448
1543522123.568072 1448
1543522123.568173 0
1543522123.569284 1448
1543522123.570495 1448
1543522123.570538 0
1543522123.571706 1448
1543522123.572917 1448
1543522123.573016 0
1543522123.574128 1448
1543522123.575339 1448
1543522123.575438 0
1543522123.576550 1448
1543522123.577762 1448
1543522123.577863 0
1543522123.578973 1448
1543522123.580185 1448
1543522123.580231 0
1543522123.581395 1448
1543522123.582606 1448
1543522123.582705 0
1543522123.583819 1448
1543522123.585029 1448
1543522123.585075 0
1543522123.586240 1448
1543522123.587452 1448
1543522123.587552 0
1543522123.588663 1448
1543522123.589874 1448
1543522123.589974 0
1543522123.591085 1448
1543522123.592296 1448
1543522123.592339 0
1543522123.593508 1448
1543522123.594718 1448
1543522123.594820 0
1543522123.595930 1448
1543522123.597141 1448
1543522123.597189 0
1543522123.598352 1448
1543522123.599563 1448
1543522123.599664 0
1543522123.600775 1448
1543522123.600875 0
1543522123.601986 1448
1543522123.602083 0
1543522123.603197 1448
1543522123.603297 0
1543522123.604409 1448
1543522123.604453 0
1543522123.605620 1448
1543522123.605662 0
1543522123.606831 1448
1543522123.606873 0
1543522123.608042 1448
1543522123.608091 0
1543522123.609253 1448
1543522123.610465 1448
1543522123.610507 0
1543522123.611675 1448
1543522123.612887 1448
1543522123.612984 0
1543522123.614098 1448
1543522123.615309 1448
1543522123.615405 0
1543522123.616520 1448
1543522123.617731 1448
1543522123.617830 0
1543522123.618942 1448
1543522123.620154 1448
1543522123.620201 0
1543522123.621365 1448
1543522123.622576 1448
1543522123.622675 0
1543522123.623788 1448
1543522123.624998 1448
1543522123.625044 0
1543522123.626209 1448
1543522123.627421 1448
1543522123.627522 0
1543522123.628632 1448
1543522123.629843 1448
1543522123.629943 0
1543522123.631054 1448
1543522123.632265 1448
1543522123.632312 0
1543522123.633477 1448
1543522123.634688 1448
1543522123.634790 0
1543522123.635899 1448
1543522123.637111 1448
1543522123.637158 0
1543522123.638321 1448
1543522123.639533 1448
1543522123.639631 0
1543522123.640744 1448
1543522123.641955 1448
1543522123.642054 0
1543522123.643166 1448
1543522123.644378 1448
1543522123.644478 0
1543522123.645589 1448
1543522123.646801 1448
1543522123.646847 0
1543522123.648011 1448
1543522123.649222 1448
1543522123.649321 0
1543522123.650434 1448
1543522123.651645 1448
1543522123.651690 0
1543522123.652856 1448
1543522123.654068 1448
1543522123.654144 0
1543522123.655279 1448
1543522123.656490 1448
1543522123.656588 0
1543522123.657701 1448
1543522123.658912 1448
1543522123.658961 0
1543522123.660124 1448
1543522123.661334 1448
1543522123.661442 0
1543522123.662547 1448
1543522123.663758 1448
1543522123.663806 0
1543522123.664968 1448
1543522123.666179 1448
1543522123.666279 0
1543522123.667391 1448
1543522123.668601 1448
1543522123.668700 0
1543522123.669813 1448
1543522123.671025 1448
1543522123.671127 0
1543522123.672235 1448
1543522123.673447 1448
1543522123.673493 0
1543522123.674657 1448
1543522123.675869 1448
1543522123.675967 0
1543522123.677081 1448
1543522123.678291 1448
1543522123.678338 0
1543522123.679502 1448
1543522123.680714 1448
1543522123.680814 0
1543522123.681925 1448
1543522123.683136 1448
1543522123.683235 0
1543522123.684347 1448
1543522123.685558 1448
1543522123.685606 0
1543522123.686770 1448
1543522123.687981 1448
1543522123.688083 0
1543522123.689192 1448
1543522123.690404 1448
1543522123.690451 0
1543522123.691614 1448
1543522123.692826 1448
1543522123.692924 0
1543522123.694037 1448
1543522123.695248 1448
1543522123.695346 0
1543522123.696459 1448
1543522123.697672 1448
1543522123.697773 0
1543522123.698882 1448
1543522123.700094 1448
1543522123.700139 0
1543522123.701304 1448
1543522123.702515 1448
1543522123.702615 0
1543522123.703727 1448
1543522123.704938 1448
1543522123.704985 0
1543522123.706149 1448
1543522123.707361 1448
1543522123.707462 0
1543522123.708572 1448
1543522123.709783 1448
1543522123.709880 0
1543522123.710994 1448
1543522123.712205 1448
1543522123.712252 0
1543522123.713416 1448
1543522123.714627 1448
1543522123.714729 0
1543522123.715838 1448
1543522123.717053 1448
1543522123.717102 0
1543522123.718261 1448
1543522123.719472 1448
1543522123.719571 0
1543522123.720683 1448
1543522123.721894 1448
1543522123.721994 0
1543522123.723106 1448
1543522123.724317 1448
1543522123.724419 0
1543522123.725528 1448
1543522123.726740 1448
1543522123.726786 0
1543522123.727950 1448
1543522123.729162 1448
1543522123.729260 0
1543522123.730374 1448
1543522123.731584 1448
1543522123.731629 0
1543522123.732795 1448
1543522123.734007 1448
1543522123.734084 0
1543522123.735218 1448
1543522123.736429 1448
1543522123.736527 0
1543522123.737640 1448
1543522123.738851 1448
1543522123.738897 0
1543522123.740063 1448
1543522123.741274 1448
1543522123.741375 0
1543522123.742487 1448
1543522123.743698 1448
1543522123.743746 0
1543522123.744907 1448
1543522123.746118 1448
1543522123.746217 0
1543522123.747330 1448
1543522123.748541 1448
1543522123.748640 0
1543522123.749752 1448
1543522123.750964 1448
1543522123.751041 0
1543522123.752174 1448
1543522123.753386 1448
1543522123.753433 0
1543522123.754597 1448
1543522123.755808 1448
1543522123.755852 0
1543522123.757020 1448
1543522123.758230 1448
1543522123.758279 0
1543522123.759442 1448
1543522123.760653 1448
1543522123.760730 0
1543522123.761864 1448
1543522123.763076 1448
1543522123.763172 0
1543522123.764286 1448
1543522123.765497 1448
1543522123.765544 0
1543522123.766709 1448
1543522123.767920 1448
1543522123.767967 0
1543522123.769131 1448
1543522123.770343 1448
1543522123.770444 0
1543522123.771553 1448
1543522123.771599 0
1543522123.772765 1448
1543522123.772863 0
1543522123.773976 1448
1543522123.774053 0
1543522123.775188 1448
1543522123.775286 0
1543522123.776398 1448
1543522123.776444 0
1543522123.777611 1448
1543522123.777659 0
1543522123.778821 1448
1543522123.778863 0
1543522123.780033 1448
1543522123.781243 1448
1543522123.781348 0
1543522123.782455 1448
1543522123.783667 1448
1543522123.783712 0
1543522123.784877 1448
1543522123.786088 1448
1543522123.786186 0
1543522123.787300 1448
1543522123.788511 1448
1543522123.788607 0
1543522123.789722 1448
1543522123.790933 1448
1543522123.791034 0
1543522123.792144 1448
1543522123.793356 1448
1543522123.793400 0
1543522123.794566 1448
1543522123.795778 1448
1543522123.795821 0
1543522123.796990 1448
1543522123.798200 1448
1543522123.798248 0
1543522123.799411 1448
1543522123.800623 1448
1543522123.800724 0
1543522123.801834 1448
1543522123.803045 1448
1543522123.803091 0
1543522123.804256 1448
1543522123.805467 1448
1543522123.805515 0
1543522123.806679 1448
1543522123.807889 1448
1543522123.807938 0
1543522123.809101 1448
1543522123.810313 1448
1543522123.810359 0
1543522123.811524 1448
1543522123.812734 1448
1543522123.812833 0
1543522123.813946 1448
1543522123.815157 1448
1543522123.815255 0
1543522123.816368 1448
1543522123.817580 1448
1543522123.817679 0
1543522123.818790 1448
1543522123.820002 1448
1543522123.820047 0
1543522123.821213 1448
1543522123.822424 1448
1543522123.822468 0
1543522123.823636 1448
1543522123.824846 1448
1543522123.824895 0
1543522123.826058 1448
1543522123.827269 1448
1543522123.827371 0
1543522123.828480 1448
1543522123.829691 1448
1543522123.829737 0
1543522123.830903 1448
1543522123.832113 1448
1543522123.832163 0
1543522123.833325 1448
1543522123.834536 1448
1543522123.834584 0
1543522123.835747 1448
1543522123.836959 1448
1543522123.837005 0
1543522123.838170 1448
1543522123.839381 1448
1543522123.839480 0
1543522123.840593 1448
1543522123.841803 1448
1543522123.841902 0
1543522123.843015 1448
1543522123.844226 1448
1543522123.844326 0
1543522123.845437 1448
1543522123.846648 1448
1543522123.846692 0
1543522123.847859 1448
1543522123.849070 1448
1543522123.849114 0
1543522123.850283 1448
1543522123.851495 1448
1543522123.851545 0
1543522123.852704 1448
1543522123.853916 1448
1543522123.854017 0
1543522123.855127 1448
1543522123.856338 1448
1543522123.856383 0
1543522123.857549 1448
1543522123.858760 1448
1543522123.858806 0
1543522123.860000 1448
1543522123.861183 1448
1543522123.861229 0
1543522123.862394 1448
1543522123.863606 1448
1543522123.863652 0
1543522123.864816 1448
1543522123.866027 1448
1543522123.866126 0
1543522123.867239 1448
1543522123.868450 1448
1543522123.868549 0
1543522123.869661 1448
1543522123.870873 1448
1543522123.870974 0
1543522123.872083 1448
1543522123.873308 1448
1543522123.873353 0
1543522123.874506 1448
1543522123.875717 1448
1543522123.875761 0
1543522123.876929 1448
1543522123.878139 1448
1543522123.878187 0
1543522123.879350 1448
1543522123.880562 1448
1543522123.880663 0
1543522123.881773 1448
1543522123.882984 1448
1543522123.883030 0
1543522123.884195 1448
1543522123.885406 1448
1543522123.885452 0
1543522123.886618 1448
1543522123.887829 1448
1543522123.887879 0
1543522123.889040 1448
1543522123.890252 1448
1543522123.890299 0
1543522123.891463 1448
1543522123.892674 1448
1543522123.892771 0
1543522123.893886 1448
1543522123.895096 1448
1543522123.895195 0
1543522123.896307 1448
1543522123.897519 1448
1543522123.897620 0
1543522123.898730 1448
1543522123.899940 1448
1543522123.899984 0
1543522123.901153 1448
1543522123.902363 1448
1543522123.902406 0
1543522123.903576 1448
1543522123.904785 1448
1543522123.904840 0
1543522123.905998 1448
1543522123.907209 1448
1543522123.907310 0
1543522123.908419 1448
1543522123.909630 1448
1543522123.909679 0
1543522123.910841 1448
1543522123.912053 1448
1543522123.912099 0
1543522123.913264 1448
1543522123.914476 1448
1543522123.914526 0
1543522123.915687 1448
1543522123.916898 1448
1543522123.916945 0
1543522123.918109 1448
1543522123.919320 1448
1543522123.919421 0
1543522123.920532 1448
1543522123.921742 1448
1543522123.921842 0
1543522123.922956 1448
1543522123.924166 1448
1543522123.924268 0
1543522123.925376 1448
1543522123.926587 1448
1543522123.926630 0
1543522123.927799 1448
1543522123.929009 1448
1543522123.929053 0
1543522123.930222 1448
1543522123.931432 1448
1543522123.931483 0
1543522123.932643 1448
1543522123.933854 1448
1543522123.933956 0
1543522123.935066 1448
1543522123.936277 1448
1543522123.936324 0
1543522123.937488 1448
1543522123.938699 1448
1543522123.938747 0
1543522123.939910 1448
1543522123.941122 1448
1543522123.941172 0
1543522123.942333 1448
1543522123.943545 1448
1543522123.943590 0
1543522123.944756 1448
1543522123.945967 1448
1543522123.946064 0
1543522123.947178 1448
1543522123.948389 1448
1543522123.948487 0
1543522123.949600 1448
1543522123.950812 1448
1543522123.950913 0
1543522123.952023 1448
1543522123.952068 0
1543522123.953234 1448
1543522123.953275 0
1543522123.954445 1448
1543522123.954494 0
1543522123.955656 1448
1543522123.955698 0
1543522123.956869 1448
1543522123.956967 0
1543522123.958079 1448
1543522123.958122 0
1543522123.959290 1448
1543522123.960501 1448
1543522123.960549 0
1543522123.961713 1448
1543522123.962923 1448
1543522123.962968 0
1543522123.964135 1448
1543522123.965346 1448
1543522123.965391 0
1543522123.966557 1448
1543522123.967769 1448
1543522123.967817 0
1543522123.968979 1448
1543522123.970191 1448
1543522123.970237 0
1543522123.971402 1448
1543522123.972613 1448
1543522123.972713 0
1543522123.973825 1448
1543522123.975035 1448
1543522123.975134 0
1543522123.976247 1448
1543522123.977459 1448
1543522123.977559 0
1543522123.978669 1448
1543522123.979880 1448
1543522123.979925 0
1543522123.981092 1448
1543522123.982302 1448
1543522123.982347 0
1543522123.983515 1448
1543522123.984725 1448
1543522123.984772 0
1543522123.985936 1448
1543522123.987147 1448
1543522123.987248 0
1543522123.988359 1448
1543522123.989570 1448
1543522123.989616 0
1543522123.990781 1448
1543522123.991992 1448
1543522123.992038 0
1543522123.993203 1448
1543522123.994415 1448
1543522123.994464 0
1543522123.995626 1448
1543522123.996837 1448
1543522123.996886 0
1543522123.998048 1448
1543522123.999259 1448
1543522123.999356 0
1543522124.000471 1448
1543522124.001681 1448
1543522124.001781 0
1543522124.002893 1448
1543522124.004105 1448
1543522124.004206 0
1543522124.005315 1448
1543522124.006526 1448
1543522124.006571 0
1543522124.007738 1448
1543522124.008949 1448
1543522124.008994 0
1543522124.010161 1448
1543522124.011371 1448
1543522124.011420 0
1543522124.012582 1448
1543522124.013794 1448
1543522124.013893 0
1543522124.015005 1448
1543522124.016216 1448
1543522124.016261 0
1543522124.017427 1448
1543522124.018638 1448
1543522124.018685 0
1543522124.019850 1448
1543522124.021061 1448
1543522124.021111 0
1543522124.022272 1448
1543522124.023484 1448
1543522124.023530 0
1543522124.024695 1448
1543522124.025906 1448
1543522124.026003 0
1543522124.027117 1448
1543522124.028328 1448
1543522124.028428 0
1543522124.029540 1448
1543522124.030752 1448
1543522124.030855 0
1543522124.031962 1448
1543522124.033172 1448
1543522124.033216 0
1543522124.034384 1448
1543522124.035595 1448
1543522124.035639 0
1543522124.036807 1448
1543522124.038017 1448
1543522124.038066 0
1543522124.039229 1448
1543522124.040443 1448
1543522124.040543 0
1543522124.041651 1448
1543522124.042863 1448
1543522124.042908 0
1543522124.044074 1448
1543522124.045285 1448
1543522124.045331 0
1543522124.046496 1448
1543522124.047708 1448
1543522124.047760 0
1543522124.048919 1448
1543522124.050130 1448
1543522124.050177 0
1543522124.051341 1448
1543522124.052554 1448
1543522124.052651 0
1543522124.053765 1448
1543522124.054975 1448
1543522124.055075 0
1543522124.056186 1448
1543522124.057397 1448
1543522124.057499 0
1543522124.058608 1448
1543522124.059819 1448
1543522124.059862 0
1543522124.061031 1448
1543522124.062241 1448
1543522124.062287 0
1543522124.063454 1448
1543522124.064664 1448
1543522124.064714 0
1543522124.065875 1448
1543522124.067087 1448
1543522124.067186 0
1543522124.068298 1448
1543522124.069509 1448
1543522124.069607 0
1543522124.070720 1448
1543522124.071931 1448
1543522124.071978 0
1543522124.073142 1448
1543522124.074354 1448
1543522124.074401 0
1543522124.075565 1448
1543522124.076777 1448
1543522124.076877 0
1543522124.077987 1448
1543522124.079198 1448
1543522124.079299 0
1543522124.080411 1448
1543522124.081621 1448
1543522124.081720 0
1543522124.082832 1448
1543522124.084043 1448
1543522124.084145 0
1543522124.085254 1448
1543522124.086465 1448
1543522124.086509 0
1543522124.087678 1448
1543522124.088888 1448
1543522124.088932 0
1543522124.090100 1448
1543522124.091310 1448
1543522124.091359 0
1543522124.092522 1448
1543522124.093733 1448
1543522124.093841 0
1543522124.094945 1448
1543522124.096155 1448
1543522124.096254 0
1543522124.097366 1448
1543522124.098577 1448
1543522124.098625 0
1543522124.099789 1448
1543522124.101000 1448
1543522124.101051 0
1543522124.102213 1448
1543522124.103424 1448
1543522124.103473 0
1543522124.104634 1448
1543522124.105845 1448
1543522124.105945 0
1543522124.107059 1448
1543522124.108267 1448
1543522124.108370 0
1543522124.109479 1448
1543522124.110690 1448
1543522124.110791 0
1543522124.111901 1448
1543522124.113112 1448
1543522124.113157 0
1543522124.114324 1448
1543522124.115534 1448
1543522124.115634 0
1543522124.116747 1448
1543522124.117957 1448
1543522124.118002 0
1543522124.119168 1448
1543522124.120380 1448
1543522124.120479 0
1543522124.121591 1448
1543522124.122802 1448
1543522124.122901 0
1543522124.124014 1448
1543522124.125224 1448
1543522124.125271 0
1543522124.126436 1448
1543522124.127647 1448
1543522124.127696 0
1543522124.128858 1448
1543522124.130069 1448
1543522124.130117 0
1543522124.131280 1448
1543522124.132491 1448
1543522124.132589 0
1543522124.133703 1448
1543522124.134913 1448
1543522124.135014 0
1543522124.136125 1448
1543522124.137338 1448
1543522124.137439 0
1543522124.138547 1448
1543522124.139758 1448
1543522124.139801 0
1543522124.140970 1448
1543522124.141020 0
1543522124.142181 1448
1543522124.142281 0
1543522124.143393 1448
1543522124.143438 0
1543522124.144604 1448
1543522124.144647 0
1543522124.145815 1448
1543522124.145913 0
1543522124.147027 1448
1543522124.147073 0
1543522124.148237 1448
1543522124.148283 0
1543522124.149448 1448
1543522124.149493 0
1543522124.150661 1448
1543522124.151870 1448
1543522124.151913 0
1543522124.153082 1448
1543522124.154293 1448
1543522124.154338 0
1543522124.155504 1448
1543522124.156716 1448
1543522124.156763 0
1543522124.157927 1448
1543522124.159138 1448
1543522124.159236 0
1543522124.160349 1448
1543522124.161560 1448
1543522124.161659 0
1543522124.162771 1448
